,Project Code,PQ #,PO / SO #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
7052,123-NG-T30,FPQ-4014,SO-32970,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,7/27/2009,N/A - From RDC,18-12-09,18-12-09,18-12-09,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,42751,374498.76,8.76,0.15,Mylan (formerly Matrix) Nashik,Yes,3409,11637.64,734.02
7053,106-HT-T30,FPQ-4384,SO-34670,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/23/2009,N/A - From RDC,09-12-09,01-12-09,01-12-09,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,225,4819.5,21.42,0.36,Mylan (formerly Matrix) Nashik,Yes,306,4030.02,10.39
7054,110-ZM-T30,FPQ-4029,SO-34620,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,08-05-09,N/A - From RDC,15-01-10,26-11-09,26-11-09,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,21,51.24,2.44,0.04,"Aurobindo Unit III, India",Yes,1,792.62,0.1
7055,104-CI-T30,FPQ-4187,SO-33510,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,09-09-09,N/A - From RDC,30-12-09,05-01-10,05-01-10,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,9780,73643.4,7.53,0.13,"Aurobindo Unit III, India",Yes,550,2794.67,144.34
7056,104-CI-T30,FPQ-4378,SO-34440,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/15/2009,N/A - From RDC,08-02-10,23-01-10,23-01-10,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,400,5856,14.64,0.06,"Aurobindo Unit III, India",Yes,146,5254.09,11.48
7057,104-CI-T30,FPQ-4378,SO-34400,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/15/2009,N/A - From RDC,09-02-10,02-02-10,02-02-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,30000,262800,8.76,0.15,"Aurobindo Unit III, India",Yes,2715,7403.18,515.09
7059,104-CI-T30,FPQ-3964,SO-33171,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,7/24/2009,N/A - From RDC,11-02-10,02-02-10,02-02-10,ARV,Pediatric,SCMS from RDC,"Didanosine 200mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,200mg,Chewable/dispersible tablet,60,23,356.5,15.5,0.26,"Aurobindo Unit III, India",Yes,379,1945.66,0.7
7060,104-CI-T30,FPQ-4378,SO-35790,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/15/2009,N/A - From RDC,06-04-10,24-02-10,24-02-10,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,1681,4589.13,2.73,0.05,"Aurobindo Unit III, India",Yes,164,2976.56,8.99
7061,113-ZW-T30,FPQ-4694,SO-35390,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,12-08-09,N/A - From RDC,31-03-10,12-03-10,12-03-10,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,5880,44276.4,7.53,0.13,Hetero Unit III Hyderabad IN,Yes,679,3302.14,95.46
7063,106-HT-T30,FPQ-4384,SO-35920,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/23/2009,N/A - From RDC,10-03-10,03-03-10,03-03-10,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,224,3046.4,13.6,0.06,"Aurobindo Unit III, India",Yes,746,6036.96,6.57
7064,104-CI-T30,FPQ-4378,SO-34451,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/15/2009,N/A - From RDC,16-03-10,10-03-10,10-03-10,ARV,Pediatric,SCMS from RDC,"Didanosine 200mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,200mg,Chewable/dispersible tablet,60,1485,23017.5,15.5,0.26,"Aurobindo Unit III, India",Yes,914,4519.97,45.11
7065,104-CI-T30,FPQ-4378,SO-34412,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/15/2009,N/A - From RDC,09-03-10,10-03-10,10-03-10,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,8010,19544.4,2.44,0.04,"Aurobindo Unit III, India",Yes,5350,4519.97,38.31
7066,117-ET-T30,FPQ-4828,SO-35460,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,12/28/2009,N/A - From RDC,03-03-10,05-03-10,05-03-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,20000,175200,8.76,0.15,"Aurobindo Unit III, India",Yes,1804,6321.99,377.73
7067,114-UG-T30,FPQ-5014,SO-35880,Uganda,PMO - US,From RDC,N/A - From RDC,Air,1/29/2010,N/A - From RDC,01-04-10,15-03-10,15-03-10,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,120,408,3.4,0.06,"Strides, Bangalore, India.",Yes,6,484.56,0.88
7071,114-UG-T30,FPQ-4497,SO-34870,Uganda,PMO - US,From RDC,N/A - From RDC,Air,10/28/2009,N/A - From RDC,31-03-10,19-03-10,19-03-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,1000,5130,5.13,0.17,"Aurobindo Unit III, India",Yes,95,3549.77,11.06
7075,104-CI-T30,FPQ-4378,SO-34415,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/15/2009,N/A - From RDC,12-04-10,08-04-10,08-04-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,20000,175200,8.76,0.15,"Aurobindo Unit III, India",Yes,1807,21347.2,343.39
7076,114-UG-T30,FPQ-4325,SO-35620,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,9/23/2009,N/A - From RDC,01-04-10,25-03-10,25-03-10,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,45116,506201.52,11.22,0.19,"Aurobindo Unit III, India",Yes,5285,11065,992.15
7077,104-CI-T30,FPQ-4378,SO-34370,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/15/2009,N/A - From RDC,06-04-10,01-04-10,01-04-10,ARV,Pediatric,SCMS from RDC,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,100mg,Capsule,100,2604,12603.36,4.84,0.05,"Aurobindo Unit III, India",Yes,675,1702.91,24.7
7078,114-UG-T30,FPQ-5238,SO-36100,Uganda,PMO - US,From RDC,N/A - From RDC,Air,03-02-10,N/A - From RDC,26-05-10,08-04-10,08-04-10,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,75,255,3.4,0.06,"Cipla, Goa, India",Yes,10,1865.86,0.55
7079,114-UG-T30,FPQ-5238,SO-36080,Uganda,PMO - US,From RDC,N/A - From RDC,Air,03-02-10,N/A - From RDC,26-05-10,12-04-10,12-04-10,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,5000,13650,2.73,0.05,"Aurobindo Unit III, India",Yes,861,7383.9,29.43
7080,114-UG-T30,FPQ-5239,SO-36170,Uganda,PMO - US,From RDC,N/A - From RDC,Air,03-02-10,N/A - From RDC,26-05-10,12-04-10,12-04-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,2000,10260,5.13,0.17,Mylan (formerly Matrix) Nashik,Yes,563,1524.56,22.12
7082,151-NG-T30,FPQ-4537,SO-35110,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11-06-09,N/A - From RDC,31-03-10,18-05-10,18-05-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine+Efavirenz 150/300mg+600mg, tablets, co-blister 60+30 Tabs",Lamivudine/Zidovudine+Efavirenz,Generic,150/300mg+600mg,Tablet - FDC + co-blister,90,854,23485,27.5,0.31,"Aurobindo Unit III, India",Yes,142,9736.1,50.63
7083,151-NG-T30,FPQ-4537,SO-36001,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11-06-09,N/A - From RDC,31-05-10,18-05-10,18-05-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,14600,69350,4.75,0.16,"Aurobindo Unit III, India",Yes,1288,9736.1,149.52
7084,114-UG-T30,FPQ-5238,SO-36060,Uganda,PMO - US,From RDC,N/A - From RDC,Air,03-02-10,N/A - From RDC,02-06-10,03-05-10,03-05-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,4000,35040,8.76,0.15,Hetero Unit III Hyderabad IN,Yes,263,2458.26,75.55
7085,151-NG-T30,FPQ-4537,SO-36005,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11-06-09,N/A - From RDC,31-05-10,18-05-10,18-05-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1227,10748.52,8.76,0.15,Hetero Unit III Hyderabad IN,Yes,107,9736.1,23.17
7086,104-CI-T30,FPQ-4659,SO-35600,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,12-08-09,N/A - From RDC,31-05-10,20-05-10,20-05-10,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,3120,81900,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,798,2941.11,176.58
7087,151-NG-T30,FPQ-4537,SO-35053,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,11-06-09,N/A - From RDC,31-05-10,18-05-10,18-05-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,54096,473880.96,8.76,0.15,Hetero Unit III Hyderabad IN,Yes,4660,9736.1,1021.69
7088,104-CI-T30,FPQ-4378,SO-34413,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/15/2009,N/A - From RDC,31-05-10,25-05-10,25-05-10,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,1417,2593.11,1.83,0.01,"Aurobindo Unit III, India",Yes,538,2195.9,5.08
7089,105-GY-T30,FPQ-5599,SO-36700,Guyana,PMO - US,From RDC,N/A - From RDC,Air,4/28/2010,N/A - From RDC,07-06-10,27-05-10,27-05-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,3604,17119,4.75,0.16,"Aurobindo Unit III, India",Yes,499,5783.6,36.91
7090,117-ET-T30,FPQ-5624,SO-36710,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,05-04-10,N/A - From RDC,15-06-10,01-06-10,01-06-10,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,4000,68560,17.14,0.29,"Aurobindo Unit III, India",Yes,400,961.46,147.82
7091,106-HT-T30,FPQ-5523,SO-36740,Haiti,PMO - US,From RDC,N/A - From RDC,Air,4/19/2010,N/A - From RDC,30-06-10,09-06-10,09-06-10,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,480,6528,13.6,0.06,"Aurobindo Unit III, India",Yes,390,6438.38,14.07
7092,106-HT-T30,FPQ-5523,SO-36801,Haiti,PMO - US,From RDC,N/A - From RDC,Air,4/19/2010,N/A - From RDC,30-06-10,30-06-10,30-06-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,43512,206682,4.75,0.16,Mylan (formerly Matrix) Nashik,Yes,3609,32479.84,445.61
7093,114-UG-T30,FPQ-5239,SO-36130,Uganda,PMO - US,From RDC,N/A - From RDC,Air,03-02-10,N/A - From RDC,30-06-10,22-06-10,22-06-10,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,5000,56000,11.2,0.19,Mylan (formerly Matrix) Nashik,Yes,690,5410.32,120.74
7094,117-ET-T30,FPQ-5581,SO-36690,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,4/28/2010,N/A - From RDC,21-06-10,01-06-10,01-06-10,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,69,168.36,2.44,0.04,"Aurobindo Unit III, India",Yes,77,961.46,0.36
7095,104-CI-T30,FPQ-4378,SO-34430,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,10/15/2009,N/A - From RDC,28-06-10,16-06-10,16-06-10,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,80010,897712.2,11.22,0.19,"Aurobindo Unit III, India",Yes,9402,33266.37,1759.52
7097,104-CI-T30,FPQ-5201,SO-36342,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,03-03-10,N/A - From RDC,12-07-10,05-07-10,05-07-10,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,4340,8246,1.9,0.01,"Cipla, Goa, India",Yes,1632,5121.68,17.78
7098,104-CI-T30,FPQ-5201,SO-36360,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,03-03-10,N/A - From RDC,09-07-10,05-07-10,05-07-10,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,12000,32760,2.73,0.05,"Strides, Bangalore, India.",Yes,733,5121.68,70.63
7108,113-ZW-T30,FPQ-4694,SO-35351,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,12-08-09,N/A - From RDC,30-07-10,22-07-10,22-07-10,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,60000,343800,5.73,0.1,"Cipla, Goa, India",Yes,7268,13243.91,741.23
7109,117-ET-T30,FPQ-5967,SO-37102,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,6/28/2010,N/A - From RDC,21-09-10,14-07-10,14-07-10,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,561,3214.53,5.73,0.1,"Cipla, Goa, India",Yes,341,114.22,6.93
7110,106-HT-T30,FPQ-5523,SO-36760,Haiti,PMO - US,From RDC,N/A - From RDC,Air,4/19/2010,N/A - From RDC,10-08-10,23-08-10,23-08-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,39312,174938.4,4.45,0.15,"Strides, Bangalore, India.",Yes,7225,69748.5,377.17
7112,104-CI-T30,FPQ-5201,SO-36311,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,03-03-10,N/A - From RDC,23-08-10,23-08-10,23-08-10,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,2000,52500,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,6991,12648.36,113.19
7113,100-DO-T30,FPQ-6079,SO-37200,Dominican Republic,PMO - US,From RDC,N/A - From RDC,Air,7/16/2010,N/A - From RDC,30-08-10,28-08-10,28-08-10,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,6000,57780,9.63,0.32,Mylan (formerly Matrix) Nashik,Yes,1726,17450.76,124.57
7114,114-UG-T30,FPQ-5451,SO-36831,Uganda,PMO - US,From RDC,N/A - From RDC,Air,05-07-10,N/A - From RDC,30-08-10,23-08-10,23-08-10,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,16347,183413.34,11.22,0.19,Mylan (formerly Matrix) Nashik,Yes,2098,10620,395.44
7115,102-UG-T30,FPQ-6202,SO-37250,Uganda,PMO - US,From RDC,N/A - From RDC,Air,08-06-10,N/A - From RDC,29-10-10,27-09-10,27-09-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,60342,268521.9,4.45,0.15,"Strides, Bangalore, India.",Yes,20269,132890.27,578.93
7116,110-ZM-T30,FPQ-5702,SO-37380,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,5/20/2010,N/A - From RDC,04-11-10,09-09-10,09-09-10,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,9100,29848,3.28,0.05,"Cipla, Goa, India",Yes,693,2997.97,64.35
7118,106-HT-T30,FPQ-5523,SO-36741,Haiti,PMO - US,From RDC,N/A - From RDC,Air,4/19/2010,N/A - From RDC,30-09-10,07-10-10,07-10-10,ARV,Pediatric,SCMS from RDC,"Didanosine 200mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,200mg,Chewable/dispersible tablet,60,192,2976,15.5,0.26,"Aurobindo Unit III, India",Yes,8085,78061.3,6.42
7119,105-GY-T30,FPQ-6307,SO-37400,Guyana,PMO - US,From RDC,N/A - From RDC,Air,8/30/2010,N/A - From RDC,23-11-10,19-09-10,19-09-10,ARV,Pediatric,SCMS from RDC,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,230,515.2,2.24,0.07,"Aurobindo Unit III, India",Yes,411,3380.86,1.11
7120,113-ZW-T30,FPQ-4694,SO-35380,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,12-08-09,N/A - From RDC,30-09-10,04-10-10,04-10-10,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,5900,19352,3.28,0.05,"Cipla, Goa, India",Yes,18105,16594.87,41.72
7121,109-TZ-T30,FPQ-6226,SO-37310,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,8/16/2010,N/A - From RDC,29-10-10,29-10-10,29-10-10,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,90000,400500,4.45,0.15,Mylan (formerly Matrix) Nashik,Yes,7397,28022.17,863.48
7122,110-ZM-T30,FPQ-5702,SO-36842,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,5/20/2010,N/A - From RDC,04-11-10,08-11-10,08-11-10,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,32920,76703.6,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,18057,16868.38,165.37
7123,104-CI-T30,FPQ-5925,SO-37120,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,6/23/2010,N/A - From RDC,28-10-10,23-11-10,23-11-10,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,8640,97977.6,11.34,0.38,Mylan (formerly Matrix) Nashik,Yes,11468,7816.45,211.24
7124,151-NG-T30,FPQ-5688,SO-36921,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,5/27/2010,N/A - From RDC,18-11-10,10-11-10,10-11-10,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,20000,398400,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,2181,20264.93,858.95
7125,151-NG-T30,FPQ-5688,SO-36922,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,5/27/2010,N/A - From RDC,18-11-10,10-11-10,10-11-10,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,1000,19920,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,101,20264.93,42.95
7126,151-NG-T30,FPQ-5688,SO-37920,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,5/27/2010,N/A - From RDC,18-11-10,09-11-10,09-11-10,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,87071,224643.18,2.58,0.04,Hetero Unit III Hyderabad IN,Yes,6291,20265,484.33
7127,117-ET-T30,FPQ-6428,SO-37620,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,9/24/2010,N/A - From RDC,19-11-10,08-11-10,08-11-10,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,3000,49320,16.44,0.27,Mylan (formerly Matrix) Nashik,Yes,342,1419.84,106.33
7128,104-CI-T30,FPQ-5623,SO-36870,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,05-07-10,N/A - From RDC,30-11-10,22-12-10,22-12-10,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,233,619.78,2.66,0.04,"Strides, Bangalore, India.",Yes,1161,7826.75,1.34
7129,114-UG-T30,FPQ-6427,SO-37570,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,9/29/2010,N/A - From RDC,27-12-10,02-12-10,02-12-10,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,62753,536538.15,8.55,0.14,Hetero Unit III Hyderabad IN,Yes,5090,35284.86,1156.78
7130,117-ET-T30,FPQ-5991,SO-37160,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,07-02-10,N/A - From RDC,08-12-10,09-12-10,09-12-10,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg, tablets, 120 Tabs",Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,3900,140400,36,0.3,"Aurobindo Unit III, India",Yes,950,1842.95,302.7
7133,104-CI-T30,FPQ-6144,SO-38380,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,08-03-10,N/A - From RDC,31-01-11,22-02-11,22-02-11,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,4480,29433.6,6.57,0.22,"Aurobindo Unit III, India",Yes,3629,8758.37,63.46
7134,104-CI-T30,FPQ-5925,SO-38470,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,6/23/2010,N/A - From RDC,16-02-11,22-02-11,22-02-11,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,12240,88250.4,7.21,0.12,"Aurobindo Unit III, India",Yes,671,8758.36,190.27
7136,114-UG-T30,FPQ-6427,SO-37540,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,9/29/2010,N/A - From RDC,22-02-11,28-02-11,28-02-11,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,52231,226682.54,4.34,0.14,Hetero Unit III Hyderabad IN,Yes,4447,17711.71,488.73
7137,106-HT-T30,FPQ-6484,SO-38120,Haiti,PMO - US,From RDC,N/A - From RDC,Air,10/13/2010,N/A - From RDC,28-02-11,14-02-11,14-02-11,ARV,Pediatric,SCMS from RDC,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,1000,1950,1.95,0.01,"Aurobindo Unit III, India",Yes,830,6555.75,4.2
7138,111-MZ-T30,FPQ-6981,SO-38370,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,01-06-11,N/A - From RDC,31-03-11,30-03-11,30-03-11,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,2823,5928.3,2.1,0.01,"Aurobindo Unit III, India",Yes,1098,3567.53,9.78
7139,110-ZM-T30,FPQ-6221,SO-37950,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,8/20/2010,N/A - From RDC,31-03-11,05-04-11,05-04-11,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,25000,213750,8.55,0.14,"Aurobindo Unit III, India",Yes,2565,4471.07,460.84
